,fileName,dblock_Id,tile,year,content,Town,county,region,country
331,NI-240000-372000-2,NI-240000-372000,02A DAY IN THE LIFE OF ....,1986," A DAY IN THE LIFE OF (BRENDA MCCARROLL 3 PAGES)I wake up in the morning, get up and get dressed. My mum gives me aninjection as I am a diabetic. I gettwo injections a day and I also have a sugar free diet. Then I go to have my breakfast. Iusually have ""Branflakes"",toast and acup of coffee. I would then put my breaktime snack into my schoolbag. Most days I take crisps and orange.After this my dad would leave my sisters and me to school. My sisters names are Deirdre(13) and Patricia(5). I am eleven. I will be leaving Primary school soon. Seven or eight months ago I didthe 11+. The 11+ is an examination which decides which school you are best suited to attend,grammar or",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
332,NI-240000-372000-20,NI-240000-372000,20FASHION & PRICES,1986," Boys in our block are very fashionable wearing baggy clothes such as trousers at about Â£13 and shirts which areabout Â£9. These trousers and shirtsare called baggy because they areloose_fitting.Girls generally wear loose fitting clothes too. Their jumpers are calledbat_wing because they are shaped likea bats wing under the arm and wouldcost about Â£7.Babies clothes are very expensive. A little dress would cost about Â£15, a coat Â£30. Nowadays we have a punk trend although in our area the punks are very much in the minority. The punks wear gaudy clothes and often spike and dye theirhair, purple, pink or even blue.",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
333,NI-240000-372000-3,NI-240000-372000,03A DAY IN THE LIFE OF ...,1986," A DAY IN THE LIFE OF (CNTD) secondary. There are three marks :A,Mand G. Mark A means that you are suited to grammar school. Mark M means that you may be suited to a grammarschool. Finally mark G means that youare best suited to a secondary school.When I get to school I hang up my coat and talk to my friends until thebell for classes rings.We then go into the classroom and sit down. Ourteacher is called Mr. Gallagher, he is sometimes cross. Our school subjects are History,Mathematics, Sewing, Art and Craft, English, P.E., Science, Religion, Geography and Swimming. At breaktime, which is at 10.40, we go to the tuck shop. The tuck shop sells crisps and sweets. Then we do our work untildinnertime which is at 12.05. ",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
334,NI-240000-372000-4,NI-240000-372000,04A DAY IN THE LIFE OF ...,1986," A DAY IN THE LIFE OF (CNTD) For dinner we sometimes get things like salad or stew or fish. Fordessert we get apple crumble or icecream. As I am a diabetic I get aglass of milk or an orange. Afterdinner we play until 1.oopm. Then we go back into the classroom. We work at our varioussubjects until 3.00pm, then we gohome. most days I walk home, a distance of about 1km. When I get home I have some biscuits and play untiltea time. At tea time I get my secondinjection. After tea I watch television until bedtime.",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
335,NI-240000-372000-5,NI-240000-372000,05EDUCATION,1986," EDUCATION IN THE OMAGH AREA (LOUISEMULSHAW, 3 PAGES) The old Culmore School was built in1914. The bricks from the old jail inOmagh were brought from the jail tomake a school that was then called Cornabracken the site of which is just around the corner from our present school which is in the process ofbeing extended.The subjects we study in our schoolare English, Maths, History, Geography, Religion, Needlework, P.E.and Craft. We also have Netball forgirls and football for boys.We haveover 370 children in our school andthis includes the Partially HearingUnits for children that cannot hearvery well. School starts in the morning at 9.15 a.m.Our first break is at 10.40 a.m.",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
336,NI-240000-372000-6,NI-240000-372000,06EDUCATION,1986," until 11.00 a.m.Our dinner break is from 12.10 until 1.00 p.m.Dinnercost 60p.There are seventeen teachers, asecretary, a caretaker, four classroom assistants and three cleaners in our school.In Cornabracken school therewere only 2 classrooms and 2 teacherswhile in the old Culmore school therewere only 2 classrooms and three teachers.Every year the Primary 7's go on a school trip; this year we flew toLondon.In our school we have a tuck shopwhich we use at break time.The school starting age is four and at the age of eleven we do the eleven plus examination to decide whether wego to Grammar or Secondary school.",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
337,NI-240000-372000-7,NI-240000-372000,07FARMING,1986," FARMING (RICHARD MCLAUGHLIN AND GARY MC CRORY, 3 pages)In our block there are two main typesof farming, dairy and beef, some farmers doing both. In dairy farming, farmers rise about 6.00 a.m. to bring the cows in for milking.Their udders and paps arethen washed. Then four cups areattached to the paps and the milk is sucked out.It goes to the cooler where it is kept fresh; it is stored in a bulk tank. A tanker arrives everyday to take the milk to Leckpatrick which is outside our block or to Nestles which is inside ourblock. Dairy farmers milk mostly Friesian cows. Some farmers raise cattle to sell forbeef. The calves are kept for one or",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
338,NI-240000-372000-8,NI-240000-372000,08FARMING,1986, two years and then will be slaughtered for their beef. A cattle mart is heldin Omagh every week where farmers buyand sell cows and beef cattle. Some farmers also keep sheep for their fleece.Lambing begins in early Spring. As well as providing muttonsheep provide us with wool and leather. After the sheep are dippedto prevent disease they are sheared. Hay is usually cut in June. The haywill be used in winter to feed the animals. A mowing machine attached tothe tractor cuts the hay. Then another machine turns the hay to help it todry. It is put into rows ready to be baled. A third machine packs the hay into bundles. It is eventually storedin a hay barn. In June the silage is cut. Farmers usually get two cuts in the year. When the grass is cut it is spread with,Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
339,NI-240000-372000-9,NI-240000-372000,09FARMING,1986," slurry which is an animal produced fertiliser. Some farmers (but very few) keep chickens for their eggs. When the chickens are finished layingthey are used for food.In March or April farmers sow avariety of crops. These include wheat, barley or potatoes. In August thefarmer uses the combine harvester to cut the barley. The barley is made into beer or animal food.The important machines which are usedon a farm are tractor, combine harvester, slurry spreader, seed drill, plough, harrow, mowing machine, turner, baler and grass blower.In many parts of our block there isbogland.These areas are too small forcommercial use.Instead the farmer cuts turf from them.This is used as a fuelon his own fire during the winter. ",Gillygooly,County Tyrone,Fermanagh and Omagh,Northern Ireland
340,NI-240000-414000-1,NI-240000-414000,01THE RIVER FOYLE,1986,{The River Foyle rises in the Sperrins.{At Londonderry it is very wide. It is {between a quarter and a half a mile {wide in some places. It has to be {dredged at all times for ships because{it is very muddy. The river used to be{very dirty but has been cleaned up a{bit. People fish in the river for {sport and sail and row in it. Salmon{are caught by the Foyle Fisheries.{These salmon are sent to be auctioned {at Billingsgate Market in London.Some-{times seals come from the sea to catch{the salmon. A few years ago a killer{whale nicknamed Dopey Dick came up the{river after the salmon and seals. ,Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
341,NI-240000-414000-10,NI-240000-414000,10THE GEOGRAPHY OF MY CITY,1986,{Most of my city is very hilly. We have{a very steep street in the centre {called Shipquay Street. We are{situated on the north west coast of {Ireland. We are right beside the River{Foyle. The river bends a lot as it{enters the sea. You can see the hills {of Donegal in the distance. The west{bank of the River Foyle is very built {up but there are a lot of fields in {the east bank.At Prehen there is a{small but very old forest. },Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
342,NI-240000-414000-2,NI-240000-414000,02THE RIVER WALK,1986,"{On the east bank of the River Foyle is{a walk. This used to be the Co.Donegal{Railway which closed in 1960. People{go for walks along the old railway as {far as Prehen Boat Club. On the west{bank of the river there was another {old railway. This was the G.N.R.which {closed in 1968.You could get a train{to Omagh,Dungannon and Dublin. There{are plans to rebuild part of the old{railway line. This will give jobs to{some unemployed men. When the rebuilt {railway is opened,this should bring {more tourists to the city of{Londonderry. } ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
343,NI-240000-414000-3,NI-240000-414000,03TOYS,1986,{One of the most popular toys is the {B.M.X.bikes. You can use the bike in{lots of ways. You can use it for{stunts and jumping over ramps. A{bike can be used just for pleasure or {for keeping fit.One of the other{popular toys at the moment is the toy {gun.Some of them look far too real but{some do not. One of my favourite toys {is the Street Hawk toy. It is a {black motor bike with a black figure. {It can go on the back wheel and go{fast on two wheels. },Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
344,NI-240000-414000-4,NI-240000-414000,04GAMES,1986,"{There are lots of games you can buy.{The most popular is the Action GT {games.Some of the games are Connect 4,{Curse of the Cobras,Battle ships and{Stratego.Connect 4 is where you have{to connect four counters to beat your {opponent.Curse of the cobras is where {you put blue sticks into holes.One{stick triggers off the mummy to {waken and the Cobras to get you.These {are some of our favourite games today. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
345,NI-240000-414000-5,NI-240000-414000,05ST COLUMBUS CATHEDRAL,1986,"{St Columbs Cathedral was built in {1633.There are records of {births,marriages and deaths going back{to that date.There is a fine set of {bells and five were presented by{Charles 1 IN 1638.There is stain glass{windows in memory of Mrs{C.F.Alexander.She wrote ""There is a {Green Hill"" ""Once in Royal David's{City ""and ""All Things Bright and{Beautiful"".In the Chapter House there {is a display of many treasures{including keys and locks from the old {city gates.In the cathedral there are {parts of the flags that were captured {from the French at the Battle of{Pennyburn and Windmill Hill in{1689.These battles will be re-enacted {in 1989,three hundred years after the {event. }",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
346,NI-240000-414000-6,NI-240000-414000,06THE DOCKS,1986,"{The docks have been in Londonderry for{many years.During the Second World{War,battleships came in and out of the{port. They came into the port to{refuel and to rest after or before the{long and dangerous journey across the {Atlantic. The warships came from many {countries of the world like U.S.A., {Canada, Norway,Denmark Portugal and {Holland. Ships come and go from the {port carrying goods such as oil, coal,{cereals,timber and scrap metals.There {is a 492 ton ship in the port at the{moment called Tucan. It came from {Spain at Christmas and broke down at{Coleraine,Co.Londonderry.This ship has{been auctioned and it seems that it {will be bought by a local man. He {hopes to get young unemployed people{to repair it and take grain to Ethiopa",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
347,NI-240000-414000-7,NI-240000-414000,07LOCAL NEWS,1986,"{On Sunday,9th June,1985,six Ethiopians{were found on a grain ship at {Londonderry. They had hidden on the {ship as they wanted to leave{Ethiopia.They did not want to fight in{the civil war in their country.The{crew members had to give them {clothes.The ship called into various{ports on its way from Ethiopia but{each time they were refused admission.{The U.K. government has allowed them{to stay for a while and the Red Cross {is looking after them. At the start,{no one could understand the Ethiopians{but it turned out that there was an {Ethiopian living in Co.Donegal with {his family.} ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
348,NI-240000-414000-8,NI-240000-414000,08EMPLOYMENT,1986,{Most people locally work in shops and {offices. Most of the offices are{fairly small. There is a new block of {offices on top of the Richmond Centre.{This was built with government{money.On the lower floors of the{Richmond Centre there are many{shopping units. There are a few shirt {factories in the block we looked at.{There used to be many more shirt{factories but many of them have either{closed or moved to new premises in the{suburbs.These shirt factories give{lots of jobs for women.Unfortunately{many men do not have jobs. Beside our {school is a factory which is making {uniforms for the post office.It is{hoped this will mean this factory will{have plenty of work for a long time to{come. ,Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
349,NI-240000-414000-9,NI-240000-414000,09A DAY IN MY LIFE,1986,"{When I got up on Saturday 8th June, {1985,for my breakfast,I had toast,{buns and tea. I watched cartoons on {television.After I washed and {dressed,I went out shopping.For my{dinner that day I had ham sandwiches{and a bowl of tomato soup. After{helping my mum to wash the dishes,I {played with Nell and Janette my two {friends. We played Two{Balls,Donkey,Sindy Dolls and football.{I was called in for my tea. That{evening my dad made us a curry. Later {that evening I watched some {television. I watched the Hunter and{The Price is Right.I had a bath and {went up to my nanny's house. Istated{there for the night. She gave me a{packet of crisps and a glass of milk{and then I went to my bed to read. }",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
350,NI-240000-417000-1,NI-240000-417000,01GAZETTEER.,1986," The block was surveyed by,{Carnhill Primary School,}Carnhill.{St.Patrick's Girls'School,}Pennyburn. {Steelstown Primary School,}Steelstown.The area which is located to the{{N.W.}of Derry City lies on the westbank of the {River Foyle.}It isbasically a residential area with some commercial centres and pockets ofindustry.Farmland and rough grazingexist to the west of the block. {CONTENTS.St.Patrick's.Pages{2,3.}Local Media. Pages{4,5.}Transport.Pages{6,7.} Education(Special Schools).Carnhill.Pages{8,9.}Recreation.Page{10 Trade.Page{11.}Local History. Page{12. Farming. Steelstown.Page{13.}Landscape. Page{14 Religion. Page{15.}Employment. Pages{16,17,18 and 19.}Lifestyles. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
351,NI-240000-417000-10,NI-240000-417000,10TRADE A SHOPPING CENTRE,1986," The {SPRINGTOWN SHOPPING CENTRE }occupies a large site at the junctionof Northland Road and Branch Road.It is the focal point of a newdevelopement of both private and public housing.One of the largestsopermarket chains in{Ireland}__{ {Dunnes Stores}__is the largest store in the complex.Half of their store isa food-hall with all the usual array of vegetables,meat(both fresh andfrozen meat)and groceries.The otherhalf of the supermarket is a clothes shop,with both children's and adults clothes and also towels and bedlinen.Other shops in the centre include aPost Office,a shoe shop,a stationery shop,a hairdresser's,a chemist,a small cafeteria,two clothes shops,one forgents and one for ladies.There is also a shop for general houseware and anoff-licence for alcoholic drinks. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
352,NI-240000-417000-11,NI-240000-417000,11LOCAL HISTORY PLACE NAMES,1986,"{Derry City}is built on a very old site and has origins going back long before the original{Domesday Book}was written in 1066.In fact parts of Derry werealready 500 years old then.Many of yhe placenames around {Derry}come from the Irish language.{Shantallow}comes fromthe Irish{Sean talamh}meaning ""the old ground"". {Templemore}from {Teampall {Mor}meaning ""the big Church"".On some very old maps{Pennyburn}is written asPennybrock which probably comes from the Irish{Beanna broc}which means""Badger Point"".A battle was fought atPennyburn in April 1689 during the seige of Derry.The river which flows through Derryis the{River Foyle} __Foyle comes from the Irish word{{Feabhail} which means ""seagull"".The name {DERRY }comes from the Irish{Doire }meaning ""an oak grove"". ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
353,NI-240000-417000-12,NI-240000-417000,12FARMING CHANGING LAND USE,1986," Along most of the western part of theblock there is farmland although thisis under great pressure from the needs of the city as more housing is neededto cope with the ever-increasing population of the city and its suburbs.The population of the city isnow estimated at around 92,000,makingit the fourth largest city in Ireland.Most of the farming which iscarried out is dairy farming orraising cattle and sheep for meat.Recently the abbatoir and livestock market moved from the city out to the eastern suburbs, where it is nearer to the large farms. Some cereal crops such as corn, barley,oats, potatoes,cabbage,turnipsand some carrots are grown to supply local needs.All in all it seems as iffarming in this block will soon be a piece of history. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
354,NI-240000-417000-13,NI-240000-417000,13LANDSCAPE SHERIFF'S MT.,1986," We conducted a survey of the{Sheriff's{Mountain region}to determine the landuse.The{most striking feature}of the mountain was the{television antennaused by both the{BBC}and the{IBA}totransmit their programmes.We alsofound a{radio mast}and a{British{Telecom Microwave Transmitter and {Receiver. There are a few{farms}growing mainly{potatoes and barley}but most of the land was pasture for{cattle and {sheep.}Now however,because of thepopulation growth in{Derry,}a lot of{farmland}is now being developed for {private housing.There are also two uncovered {reservoirs}in this area.These howeverare only used{as backups}when thecity's main water supply has beendepleted by drought or other circumstances.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
355,NI-240000-417000-14,NI-240000-417000,14RELIGION R.C. CATHEDRAL,1986,"{St Eugene's Cathedral A new cathedral was first thought of in 1838.Construction{began}in summer,1851.In{May 1873}it was solemnly{dedicated}by Rev Dr{Kelly}in the presence of{Dr McGettigan,}the{Primate of all Ireland.A spire was later added and the cathedral was{completed}on June 27th{1903}with the erection of across.It was{consecrated}in{1936}byBishop O'Kane.There are{five priests in the parish. St Eugene's Infant{School,}Francis Stwas opened in 1914.There are now eight classes totalling{257 pupils.}The head is Sr Michael and there are{9 staff. There is{no canteen}and pupils wishing meals are{taken by bus to}the canteenin St Anne's, a{neighbouring school}in Rosemount. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
356,NI-240000-417000-15,NI-240000-417000,15EMPLOYMENT THE FIRE STATION,1986,"{A visit to the fire station.We decided to call at the local fire station on{Northland Rd.}When we got there,the{Duty Officer}met us and took us to the{control room.}He put a testcall through for us.{999}calls all goto the Operations Centre in{Lisburnand are then referred to the local station. He showed us the many variedparts of a fire engine and equipment used. When they are going into burning buildings they must wear{oxygen masks. The Officer took us upstairs and showed us how to{slide down the pole.We went to the{training room}which had dummies lying around.The firemen haveto rescue these dummies from a dark, hot, smoke filled room.There were many obstacles to be surmounted including a long tunnel.{It was just like the real{thing!",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
357,NI-240000-417000-16,NI-240000-417000,16LIFESTYLES A SURVEY,1986,"{DOMESDAY SURVEY OF DERRYWe conducted a survey of a randomselection of buildings in our block: residential, commercial, and publicservice. We found that 43% had beenoccupied between 0 and 5 years, 15%between 6 and 10 years, 21% between 11 and 20 years, and 21% over 20 years. It was interesting that over 50% ofthe buildings had been occupied by their present occupants for fewer than 10 years.This indicates both urban renewal and a very mobile population.We also found out about the ages ofthe people in our part-block:5% were under 4 years,9% were 5-11 years, 7% were 12-16 years,16% were 17-21 years, and 63% were over 21 years.We are sure that if our area had included some ofthe large suburban housing estates, {(CONTINUED ON PAGE 17)",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
358,NI-240000-417000-17,NI-240000-417000,17LIFESTYLES SURVEY (cont.),1986,"{ DOMESDAY SURVEY CONT. FROM PAGE 16 there would have been more peopleunder 21 years.Most people surveyedhad attended primary and secondary school, if they were old enough, but only 26% of those who had attended secondary had gone on to complete athird level education. Of thosequestioned, nearly one third wereunemployed. This figure would have been higher if our area had notincluded shops, schools and officeswhere all those surveyed wereobviously employed people. Most people asked were employed in, or had beenemployed in services with only a minority in industry. Here are the jobs carried on by, or formerlycarried on by the people surveyed:{(CONTINUED ON PAGE 18) ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
359,NI-240000-417000-18,NI-240000-417000,18LIFESTYLES SURVEY (cont.),1986,"{DOMESDAY SURVEY CONT. FROM PAGE 17Architect,assembly-line worker,barman, bank-official,bus-driver,butcher,chef, chemical operator,cleaner,clerk,coal-merchant,computer-programer,cook,crane -driver,dental mechanic,electrical engineer,fitter,ganger,groundsman,hair dresser,interior decorator,labourer, laundry worker,lorry driver,machinist, mechanic,nurse,quality controller, quantity surveyor,railway worker,rodent-control officer,salesman, secretary,shop assistant,soldier,teacher and usherette.We enquiredabout holidays and discovered that last year 16% of the sample took day trips, 12% spent their holiday withrelations, 15% took rented houses, 19% went to a hotel or boarding house, 31%{(CONTINUED ON PAGE 19) ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
360,NI-240000-417000-19,NI-240000-417000,19LIFESTYLES SURVEY (cont.),1986,"{DOMESDAY SURVEY CONT.FROM PAGE 18 had another type of holiday and 7% had no holiday at all. We discovered a broad cross-section of pastimes andhobbies e.g. bingo,disco-dancing,horse riding,quizzes and rally-driving among others. Those questioned expressed strong opinions on many issues. Many felt that the government should spendmore to improve social conditions anda large number complained of the quality of T.V. programmes. Thenuclear problem, religion, and Irish culture were also commented on. We found our Domesday Survey a valuable and educational exercise.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
361,NI-240000-417000-2,NI-240000-417000,02Media Local Radio,1986,"{RADIO FOYLE. Media, Local Radio in Derry City{Radio Foyle}our local station is situated at the Rock Road, but is soon to move to The Northland Road.{The{cost} of the new premises was {Â£1.25{million.}The annual cost of runningthe station is {Â£280,000.}{Radio Foyle} do not broadcast at the weekends. The total weekly output is {{21 hours 45 minutes.}The station has a potential audience of {250,000 }people on both sides of the border in counties Derry and Donegal. {The programmes} include request shows, special interest programmes, quizesand interviews with local people and visitors of special interest.There are{18} presenters and as many free-lancers, who help the community { keep in touch with itself. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
362,NI-240000-417000-20,NI-240000-417000,20Contributors.,1986,"{St. Patrick's Girls' School. Barr Emily.Blakely Sinead. Bradley Catherine.Cooper Yvonne.Cormick Laura. Dobbins Ciara.Gillen Clare. Gillen Louise.Litchfield Maire.Mc Bay Caoimhe. McCafferty Assumpta. Mc Cullough Donna.Mc Gonagle Patricia. {CARNHILL PRIMARY SCHOOLCrerand Denis,Houston Gareth,McCorkell Maurice,McLeary Neil,Ramsay Paul,Carlin Brona,Crawford Gillian, Logue Deborah,Rankin Mairead, Wade Siobhan,White Karen.{STEELSTOWN PRIMARY SCHOOLBegley Adrian,Lynch Brendan,McCauley Roisin,Gilfillan Alana,Mallett Ashling Fisher Jimmy,Love Niall,Pollard Gavin, Donaghey Deborah,Bell Laura,GoodwinDeclan,O'Kane Catrina. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
363,NI-240000-417000-3,NI-240000-417000,03Media Local Newspaper,1986,"{The Derry Journal} is situated on theBuncrana Road. It is published on { {Tuesdays and Fridays.} There are 26.5thousand papers sold on Friday and 16thousand sold on Tuesday. The Friday edition costs 25p and the Tuesdayedition costs 15p. {Most readers} live in{DerryCity} and North {County {Donegal.}The Journal employs a staff of {30}people altogether. There are {3 male{reporters} and two female reporters. The paper's financial success is helped by local business men buying advertising space each week.{A {full page advertisement cost Â£850,}whereas a small advertisement of 2 or3 sentences costs as little as {Â£1.50.{The Journal} has the most modern printing press available in 1985,using photographic printing and word processors. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
364,NI-240000-417000-4,NI-240000-417000,04Transport in Derry City,1986," Transport can be catagorized into {public, garages, petrol-filling {stations,road networks.} The Pennyburn depot of {Ulsterbus} employs{177 people}and uses {seventy-two buses,}to serve both townand county. {An estate service} linksShantallow, Bloomfield, Slievemore and Leafair. It is efficient and necessary catering to the needs of young families and the elderly.{children's{fare}is {13 }pence,{adult's }fare is {{25}pence. {Black Taxis}operate as an alternativeto public transport.They finish at{1.a.m.They charge the same fares, as{Ulsterbus},but increase them to {35} pence after {10.30.p.m.}They are organised by a community group toprovide a service to areas not properly catered to by {Ulsterbus. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
365,NI-240000-417000-5,NI-240000-417000,05Transport Fuel/Servicing.,1986,"{GARAGESAND FILLING STATIONS.{Six filling stations }provide a weekly service from 8 a.m. to 11.30 p.m.{The {Esso Self ServiceStation }closes at2 a.m. weekends. {Petrol costs Â£1.90}per gallon.Confectionery,refreshments and cigarettes are sold at some stations. {One station} has a {Fast Food} take-away.{Four} main car dealers operate in this area. {Desmond Motors specialise}in { {Ford} vehicles,{Vehicle Services} deal in {Renault}automobiles, {McLauglin {Motors} are the main {Volkswagen } dealers and {Springcourt Motors} sell{{Toyota}. Each of these garages has its own {service unit}.Two of the filling stations have a car wash,costing approximately {Â£1. ",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
366,NI-240000-417000-6,NI-240000-417000,06Education/Special Schools,1986,"{SPECIAL EDUCATIONAL NEEDS.{{BELMONT HOUSE SCHOOL.The school caters for 200 pupils, ages range from{3}to{16}years. It is {non-residential,inter-denominational andco-educational.Most pupils arewell below average ability.Curriculumincludes reading, writing, maths and creative activities. Children take part in the {Duke of{Edinburgh} award.Older children have been to London. The school has its own{farm}and the pupils tend the {animals} and care for {plants}and flowers. {Belmont House School}is a controlled special school run by the {Western{Board.}Specially trained teachers care forthe pupils, aided by class roomassistants.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
367,NI-240000-417000-7,NI-240000-417000,07Education/Special Care Sch.,1986,"{FOYLE VIEW SPECIAL CARE SCHOOL.This school is residential. It catersfor retarded children. There are{83} pupils ages range from {4 to 19}years. Children need specially trainedteachers and individual attention.Some will never talk and for them a special{sign language} is employed.Someprogress to reading and writing is made, but ability never exceeds normal child of six.Value of money is taughtand also handicrafts.Pupils go swimming and play othergames. They cannot compete with normal children but have special games in {{Belfast and Dublin.} All children require individualsupervision so staff design is on aone to one basis.The school is run by the {Western {Board,}but in 1987 it will come underthe Department of Education.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
368,NI-240000-417000-8,NI-240000-417000,08RECREATION -LEISURE CENTRE,1986,"{TEMPLEMORE SPORTSCOMPLEX} The {TEMPLEMORE SPORTS COMPLEX}is oneof the most modern centres for spending leisure time in the city. The name {Templemore} is taken from an old Irish Church name for the parish.The sports centre has both indoor andoutdoor facilities.Indoor there is a 25metre swimming pool with a toddlers' pool beside it;a large indoor sports hall which could take six badmintonmatches at one time or two indoorfootball or netball games.There arealso two{squash courts,}a{sauna,}weight rooms,a cafeteria. Outdoors there is a new running track,grass and an all-weather pitch.Some floodlightshave been provided for the training of local football teams. Near the Complex is the{City of Derry Rugby Club} grounds which has 4 rugby teams.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
369,NI-240000-417000-9,NI-240000-417000,09RECREATION CENTRE--A VISIT,1986," Every year just before the summerholidays we always go on a schooltrip. This year we asked our teacher if,instead of going away on a bus when it might be raining,we could go forour outing to the {Templemore Sports{Complex.}Unfortunately,because of theCouncil having to make cuts in spending the Sports Complex does not open in the mornings so our trip was only a half-day.We had the choice of swimming,or indoor games,or outdoorgames.Some of us went outdoors first but we only played on the swings and slides and climbing frames.then it started to rain.We went into the sports hall and we played football ortable-tennis or badminton or netball for quite a while and then it was time for our swim.There were other people there but we all enjoyed our swim even those who had begun to swim this year.",Nixon's Corner,County Derry / Londonderry,Derry City and Strabane,Northern Ireland
370,NI-244000-402000-1,NI-244000-402000,01General Review of Block,1986," The area covered in this block ismostly farmland,fenced or otherwiseenclosed and used for grazing.Sheepare the main income,this is reflectedin Donemana having the largest sheep market in Northern Ireland.The village of Donemana is located inone corner of the block and has apopulation of approximately 2,000. Alongside farming,Donemana and the surrounding area prides itself in itsmany sports.Cricket is the main sportand is followed with great enthusiasmby young and old Places of interest include Earlsgift Castle built in the 17th Century and Raspberry Hill Health Farm where people attempt to lose weight.Thetwo Churches and Chapel are also ofinterest,where design is both old andmodern.",Dunnamanagh,County Tyrone,Derry City and Strabane,Northern Ireland
371,NI-244000-402000-10,NI-244000-402000,10HEALTH FARM,1986," The Health farm opened three years ago in 1982 ,Mrs Clare Danton opened it.The health farm caters for both men and women.The age group which uses it most is 30-39and 40-49.Those whoattend the health farm, attend to tryand lose weight, some do and somepeople don't.The course lasts for 6weeks. The Slendertone is a machinewhich tightens up the muscle.The treatment costs Â£20 for the six weeks that you attend.The high fibre diet is very important. Mrs.Danton opensfour days per week, the four days areMon,Tues,Wed,Thur, from 10.00am to 8.30pm.When we went to see Mrs.Clare Danton she was taking a class of seven women.She gave me a sample dietsheet to study it was very interesting.I do not think the dietwould suit me because you are notallowed sweets. ",Dunnamanagh,County Tyrone,Derry City and Strabane,Northern Ireland
372,NI-244000-402000-11,NI-244000-402000,11HEALTH FARM,1986," A TYPICAL DIET BASED ON HIGH FIBRE/LOW CALORIE FROM THE HEALTH FARM.BREAKFAST-{half grapefruit{ } -{weetabix}&{bran tea or { coffee }MID-MORNING-{1 orange divided up{taken with tea or coffee LUNCH1 -{batchelor slim-a-soup {& 2 krispenOR2 -{1 egg & tomatoe & 2 {krispenOR3 -{1 banana & 2 krispen OR4 -{baked beans & 2 krispen AFTERNOON-{sliced apple,pear,etc EVENING1 -{1 salad with cottage{cheese or hamOR2 -{chicken/fish/liver/ } {baked beans with plenty {of vegetables+1 potatoSUPPER -{bran ceral or sliced{fruit+tea or coffee{NO SUGAR,BUTTER,FAT OR SALT}! ",Dunnamanagh,County Tyrone,Derry City and Strabane,Northern Ireland
